Tweet Link,Author Handle,Tweet Content,Views,Likes,Retweets,Replies,Tweet Creation Date,Year,Topic,Topic Group
https://x.com/irishexaminer/status/1496751636898672640,irishexaminer,"Putin's Ukraine assault confounds Biden strategy, puts leadership to the test 
https://
irishexaminer.com/opinion/commen
tanalysis/arid-40815225.html?utm_source=dlvr.it&utm_medium=twitter
…",0,4,1,1,2022-02-24,2022,21,Lived Experience
https://x.com/irishexaminer/status/1496738801565061125,irishexaminer,"Joe Biden: The world will hold Russia accountable for Ukraine incursion 
https://
irishexaminer.com/world/arid-408
15213.html?utm_source=dlvr.it&utm_medium=twitter
…",0,6,0,1,2022-02-24,2022,21,Lived Experience
https://x.com/irishexaminer/status/1496736700621459457,irishexaminer,"Government urged to review €505m household subsidies as Ukraine crisis adds to inflation 
https://
irishexaminer.com/news/arid-4081
4976.html?utm_source=dlvr.it&utm_medium=twitter
…",0,1,1,0,2022-02-24,2022,3,War Reporting
https://x.com/irishexaminer/status/1496735008295624704,irishexaminer,"Ukraine’s president has declared martial law and urged citizens not to panic as Russia launched military strikes on the country, while the country’s foreign minister called it a “full-scale invasion”.


https://
irishexaminer.com/world/arid-408
15210.html
…",0,4,0,0,2022-02-24,2022,51,Lived Experience
https://x.com/irishexaminer/status/1496727605839544321,irishexaminer,"Ukraine declares martial law and says ‘full-scale invasion’ has begun 
https://
irishexaminer.com/world/arid-408
15210.html?utm_source=dlvr.it&utm_medium=twitter
…",0,4,3,0,2022-02-24,2022,51,Lived Experience
https://x.com/irishexaminer/status/1496654244727832578,irishexaminer,"UN Security Council calls emergency meeting as Ukraine expects imminent invasion 
https://
irishexaminer.com/world/arid-408
15204.html?utm_source=dlvr.it&utm_medium=twitter
…",0,2,3,0,2022-02-24,2022,6,Political Issues
https://x.com/thejournal_ie/status/1904081768430674259,thejournal_ie,US and Russia begin talks in Riyadh on possible ceasefire in three-year Ukraine war. The meetings begin after US officials held talks with a team from Kyiv yesterday,8788,1,0,1,2025-03-24,2025,62,War Reporting
https://x.com/thejournal_ie/status/1903848599982669972,thejournal_ie,Trump envoy expects 'real progress' in Ukraine-Russia talks tomorrow,10607,4,2,1,2025-03-23,2025,16,War Reporting
https://x.com/thejournal_ie/status/1902999414911684742,thejournal_ie,European leaders fail to reach agreement on €5bn artillery funding for Ukraine,7950,1,1,2,2025-03-21,2025,8,War Reporting
https://x.com/thejournal_ie/status/1902775749670584367,thejournal_ie,"A government scheme which funds the accommodation of refugees from Ukraine is to be extended, but the payment will be cut by €200 a month.

Read more:",13206,1,5,6,2025-03-20,2025,4,Economic Issues
https://x.com/thejournal_ie/status/1902690854998839379,thejournal_ie,"Taoiseach Micheál Martin has rejected claims that Ireland may soon send up to €1bn in non-lethal military aid to Ukraine, under new EU proposals, and said the plan would be agreed if the figure is ""much lower"".",8361,2,1,17,2025-03-20,2025,18,Political Issues
https://x.com/thejournal_ie/status/1902629441777308017,thejournal_ie,Trump seeks to take control of Ukrainian nuclear power plants to ensure security guarantees,8469,3,2,2,2025-03-20,2025,23,
https://x.com/thejournal_ie/status/1902601032619692226,thejournal_ie,"Leaders of the European Union's 27 member states have gathered in Brussels today to discuss the major issues facing the bloc, including the wars in Ukraine and Palestine, defence spending, economic competitiveness and immigration.",7565,2,2,11,2025-03-20,2025,44,Political Issues
https://x.com/thejournal_ie/status/1902343563180175751,thejournal_ie,Ukrainian President Volodymyr Zelenskyy has said that Ukraine won't hit Russian targets if Russia doesn't hit Ukraine as efforts forge ahead to try to strike a ceasefire between the two countries.,6444,2,0,0,2025-03-19,2025,2,Political Issues
https://x.com/thejournal_ie/status/1902057317840912649,thejournal_ie,Putin agrees to partial ceasefire and prisoner exchange with Ukraine as peace talks to begin 'immediately',8667,1,0,2,2025-03-18,2025,-1,n/a
https://x.com/thejournal_ie/status/1901538657267237184,thejournal_ie,"US President Donald Trump has said he plans to speak to his Russian counterpart Vladimir Putin tomorrow about ""land"" and ""power plants"" during discussions about ending the war in Ukraine.",10285,5,2,3,2025-03-17,2025,16,War Reporting
https://x.com/thejournal_ie/status/1901317247114547689,thejournal_ie,"Trump and Putin expected to discuss Ukraine in the coming week, say officials",9739,3,0,0,2025-03-16,2025,16,War Reporting
https://x.com/thejournal_ie/status/1900885934121312347,thejournal_ie,"Putin will have to 'come to table,' says Starmer as talks on Ukraine peacekeeping force begin",8067,0,0,2,2025-03-15,2025,29,Support in Practice
https://x.com/thejournal_ie/status/1900840920657908100,thejournal_ie,"UK prime minister Keir Starmer has warned that Vladimir Putin is 'not serious' about peace in Ukraine. Donald Trump has sounded a different note, saying he's 'getting pretty good vibes' from Russia on a deal.",17393,1,0,1,2025-03-15,2025,29,Support in Practice
https://x.com/thejournal_ie/status/1900511337408561311,thejournal_ie,Irish soldiers have discovered - on the back of a study of the artillery war in Ukraine - that they have just ninety seconds after firing their big guns to avoid being targeted by returning fire.,7439,1,0,2,2025-03-14,2025,-1,n/a
https://x.com/thejournal_ie/status/1900676060683133071,thejournal_ie,"Irish soldiers have discovered - on the back of a study of the artillery war in Ukraine - that they have just ninety seconds after firing their big guns to avoid being targeted by returning fire.
Read more here:",18442,3,2,6,2025-03-14,2025,-1,n/a
https://x.com/thejournal_ie/status/1900544170457981317,thejournal_ie,"Irish soldiers have learned, off the back of a study of the artillery war in Ukraine, that they have just 90 seconds after firing artillery to avoid being targeted by return fire.

We watched as they trained in “quick action” tactics.


http://
jrnl.ie/6648840",8546,11,2,0,2025-03-14,2025,-1,n/a
https://x.com/thejournal_ie/status/1900448829926674618,thejournal_ie,"The UK foreign secretary David Lammy has said it would be “wrong” for Vladimir Putin to place conditions on a ceasefire in Ukraine, calling a pause in fighting a “first step” to allow talks to start on “a full settlement” to end the war.",8570,1,2,3,2025-03-14,2025,16,War Reporting
https://x.com/thejournal_ie/status/1900223079902535853,thejournal_ie,"Russian President Vladimir has backed the US proposal for ceasefire in the war with Ukraine, but said there remain ""serious questions"" he needs to discuss with the United States, possibly directly with President Donald Trump.",9073,13,3,12,2025-03-13,2025,16,War Reporting
https://x.com/thejournal_ie/status/1900116803679907906,thejournal_ie,"In his first visit to the Kursk region since Ukraine launched its shock counter-offensive in August, Vladimir Putin, dressed in army camouflage, hailed recent gains and urged his troops on.",6436,1,0,0,2025-03-13,2025,-1,n/a
https://x.com/thejournal_ie/status/1899946446553567389,thejournal_ie,"Donald Trump expressed optimism this afternoon that US negotiators headed to Moscow could secure a ceasefire in the Ukraine war

http://
jrnl.ie/6647858",11845,3,1,2,2025-03-12,2025,-1,n/a
https://x.com/thejournal_ie/status/1899730188478345365,thejournal_ie,"European military powers are to meet in Paris to advance peace talks for Ukraine, after it endorsed a US proposal for a 30-day ceasefire.",9558,14,1,13,2025-03-12,2025,-1,n/a
https://x.com/thejournal_ie/status/1899530139416899733,thejournal_ie,"Ukraine has endorsed a US proposal for a 30-day ceasefire in its war with Russia, according to a joint statement issued this evening. 

US Secretary of State Marco Rubio said the ball was now in Russia's court.",8290,0,0,1,2025-03-11,2025,-1,n/a
https://x.com/thejournal_ie/status/1899363846508179462,thejournal_ie,The meeting today between Ukrainian and US officials will be the most senior since a disastrous White House visit last month when Donald Trump berated Volodymyr Zelenskyy for purported ingratitude.,8795,8,1,8,2025-03-11,2025,10,Ethnocentric / Irish Politics
https://x.com/thejournal_ie/status/1899352633434837421,thejournal_ie,"Russia said air defences shot down 337 Ukrainian drones over ten Russian regions, ahead of fresh talks between Ukraine and the United States about ending the three-year war.

http://
jrnl.ie/6645484",8221,0,0,0,2025-03-11,2025,25,Ethnocentric / Irish Politics
https://x.com/thejournal_ie/status/1899175819274010859,thejournal_ie,"Volodymyr Zelenskyy and US Secretary of State Marco Rubio have arrived in Saudi Arabia ahead of ceasefire talks, as Ukraine's proposal for a partial truce raised hopes of a breakthrough after three years of war",10845,3,1,2,2025-03-10,2025,-1,n/a
https://x.com/thejournal_ie/status/1898294839273263574,thejournal_ie,Russian strikes in Ukraine kill at least 12 people overnight,12046,4,1,8,2025-03-08,2025,5,War Reporting
https://x.com/thejournal_ie/status/1898112921282265235,thejournal_ie,"Donnacha Ó Beacháin: If Ukraine is sacrificed to the Russian dictatorship, no country in the region is safe",38877,127,25,170,2025-03-07,2025,-1,n/a
https://x.com/thejournal_ie/status/1897753324322992245,thejournal_ie,As had been widely expected Hungary's Viktor Orban has vetoed a statement on Ukraine at tonight's crisis EU summit. It means the leaders' text on the issue will be published with just 26 instead of 27 signatures.,14370,11,4,12,2025-03-06,2025,-1,n/a
https://x.com/thejournal_ie/status/1897744164604801343,thejournal_ie,"US envoy Steve Witkoff has said he planned to travel to Saudi Arabia to speak to Ukrainian envoys about a ceasefire with Russia and a ""framework"" on a longer agreement.",10695,2,0,1,2025-03-06,2025,62,War Reporting
https://x.com/thejournal_ie/status/1897682216290832809,thejournal_ie,"Around 20 countries have held talks with the UK about being part of a “coalition of the willing” to support Ukraine during a ceasefire

In Brussels, the Taoiseach said Ireland would consider a peacekeeping mission but wouldn't be part of a deterrent force",7082,2,0,0,2025-03-06,2025,-1,n/a
https://x.com/thejournal_ie/status/1897680945357996407,thejournal_ie,"It could be a long evening in Brussels, where the 27 leaders of the EU member states are locked in talks over European security and support for Ukraine.

Volodymyr Zelenskyy spoke with EU leaders on the sidelines of the summit earlier.",7158,1,1,0,2025-03-06,2025,-1,n/a
https://x.com/thejournal_ie/status/1897618442439549096,thejournal_ie,"“We are very thankful that we are not alone – and these are not just words, we feel it.""

Volodymyr Zelenskyy has arrived for talks with EU leaders at a crisis summit called to discuss European defence and support for Ukraine.",6301,5,0,1,2025-03-06,2025,2,Political Issues
https://x.com/thejournal_ie/status/1897378567199097232,thejournal_ie,"""I want to believe that the US will stand by our side, but we have to be ready for that not to be the case,"" Emmanuel Macron said in a televised address, adding that peace cannot be achieved ""by abandoning Ukraine"".",14810,64,12,19,2025-03-05,2025,-1,n/a
https://x.com/thejournal_ie/status/1897377460276334993,thejournal_ie,Ireland is 'open to any invitation' to assist in peacekeeping efforts in Ukraine - Martin,20403,50,14,36,2025-03-05,2025,18,Political Issues
https://x.com/thejournal_ie/status/1897357896385495384,thejournal_ie,"The Government turned to housing originally designed for students as part of its response to the more than 100,000 Ukrainians who were accommodated in Ireland.",15508,11,1,12,2025-03-05,2025,-1,n/a
https://x.com/thejournal_ie/status/1897293327537418678,thejournal_ie,"It comes after the director of the CIA confirmed that the United States has ""paused"" intelligence-sharing with Ukraine.",9495,6,2,7,2025-03-05,2025,38,Lived Experience
https://x.com/thejournal_ie/status/1897293235506045107,thejournal_ie,"The US has ""paused"" intelligence sharing with Ukraine after a dramatic breakdown in relations between Kyiv and the White House, according to the CIA.",7796,6,0,5,2025-03-05,2025,38,Lived Experience
https://x.com/thejournal_ie/status/1897290814277001673,thejournal_ie,"Mary Lou McDonald has called on the Taoiseach to ""stand firm"" on Ireland's views on the conflicts in Ukraine and Gaza during his meeting with President Trump at the White House next week",6881,4,0,2,2025-03-05,2025,-1,n/a
https://x.com/thejournal_ie/status/1896850960556687532,thejournal_ie,"How much has the US contributed to Ukraine since the war began?

http://
jrnl.ie/6639118",8550,0,0,6,2025-03-04,2025,8,War Reporting
https://x.com/thejournal_ie/status/1896825180141269260,thejournal_ie,"Northern Ireland First Minister Michelle O'Neill has said that an order for a Belfast plant to supply missiles for Ukraine worth £1.6 billion is ""incredulous"" at a time of public service cuts",13532,10,1,4,2025-03-04,2025,-1,n/a
https://x.com/thejournal_ie/status/1896825084431528401,thejournal_ie,US Vice President JD Vance has accused Ukraine’s President Volodymyr Zelenskyy of “needling” Donald Trump and having a “certain sense of entitlement” as the US President paused aid to Ukraine.,12561,9,1,9,2025-03-04,2025,10,Ethnocentric / Irish Politics
https://x.com/thejournal_ie/status/1896824651411566853,thejournal_ie,"US President Donald Trump has suspended military aid for Ukraine, as the reverberations from last week's disastrous White House meeting with Volodymyr Zelenskyy continue.",9146,3,0,0,2025-03-04,2025,38,Lived Experience
https://x.com/thejournal_ie/status/1896726250283999743,thejournal_ie,"Donald Trump has paused military aid for Ukraine, days after his disastrous Oval Office meeting with Ukrainian leader Volodymyr Zelenskyy.",8511,5,0,5,2025-03-04,2025,38,Lived Experience
https://x.com/thejournal_ie/status/1896606504842568125,thejournal_ie,"Keir Starmer has told the House of Commons that Russia is a “menace” to the UK’s waters and skies, stressing the need to defend Ukraine. 

The Labour leader also claimed it's ""unserious"" to choose ""between either side of the Atlantic” amid current turmoil.",9067,5,1,12,2025-03-03,2025,29,Support in Practice
https://x.com/thejournal_ie/status/1896512621781692524,thejournal_ie,France is pushing for a one-month ceasefire between Ukraine and Russia - what would it cover?,9179,7,1,6,2025-03-03,2025,-1,n/a
https://x.com/thejournal_ie/status/1896509834096492941,thejournal_ie,"Ukrainians on Zelenskyy at the White House: 'We now rely on the support of Europe' 
http://
jrnl.ie/6637689t",12516,16,3,13,2025-03-03,2025,2,Political Issues
https://x.com/thejournal_ie/status/1896466204304232893,thejournal_ie,"The UK has signed a €1.9 billion deal to supply more than 5,000 air defence missiles made in Belfast to Ukraine.",19116,17,5,24,2025-03-03,2025,8,War Reporting
https://x.com/thejournal_ie/status/1896127685526728814,thejournal_ie,UK agree to €2.6bn loan for Ukraine ahead of leaders' summit in London,13493,11,0,11,2025-03-02,2025,8,War Reporting
https://x.com/thejournal_ie/status/1895910190387773951,thejournal_ie,Starmer insists Ukraine has ‘full backing of UK’ as he meets Zelenskyy at No 10,12944,13,0,13,2025-03-01,2025,29,Support in Practice
https://x.com/thejournal_ie/status/1895761175834677731,thejournal_ie,"The Tánaiste has said that Irish troops will not participate in a peacekeeping mission in Ukraine if it would put them in a situation where they would have to fight to enforce the peace.
Read more here:",14731,17,4,10,2025-03-01,2025,18,Political Issues
https://x.com/thejournal_ie/status/1895752367305539653,thejournal_ie,The dangerous road to health: Why Ukrainians leave Ireland for war to get medical treatment,40634,28,17,44,2025-03-01,2025,27,War Reporting
https://x.com/thejournal_ie/status/1895741823618027937,thejournal_ie,Ukrainian President Zelenskyy tells Fox News relationship with Trump can still be salvaged,12595,6,1,7,2025-03-01,2025,10,Ethnocentric / Irish Politics
https://x.com/thejournal_ie/status/1895545798575993309,thejournal_ie,"“Have you said ‘thank you’ once?”

Watch the unprecendented scenes from the Oval Office as Donald Trump and JD Vance clash with Volodymyr Zelenskyy clash over US support for Ukraine 
http://
jrnl.ie/6636214t",20241,27,11,16,2025-02-28,2025,10,Ethnocentric / Irish Politics
https://x.com/thejournal_ie/status/1895366046216864187,thejournal_ie,"Ahead of his visit, US President Donald Trump showed respect for Ukrainian President Volodymyr Zelensky, downplaying his earlier comment referring to him as a ""dictator""",8905,1,0,6,2025-02-28,2025,10,Ethnocentric / Irish Politics
https://x.com/thejournal_ie/status/1896165965811065016,thejournal_ie,UK and France working on deal for 'lasting peace' in Ukraine - Starmer,14350,24,8,28,2025-03-02,2025,29,Support in Practice
https://x.com/thejournal_ie/status/1895833944089866492,thejournal_ie,"Zelenskyy: Ukraine 'ready' to sign minerals-sharing deal, but needs 'clear' security guarantees",18845,20,4,22,2025-03-01,2025,54,Lived Experience
https://x.com/thejournal_ie/status/1895798235664719925,thejournal_ie,"Russia claim two Ukrainian villages as strikes kill one person and wound several others


https://
thejournal.ie/russia-claim-t
wo-ukrainian-villages-6636913-Mar2025/
…",9444,1,0,0,2025-03-01,2025,5,War Reporting
https://x.com/thejournal_ie/status/1895600134295093282,thejournal_ie,"Taoiseach Micheál Martin has said that today's scenes in the White House were ""quite extraordinary and very, very unsettling"", amid heightened concern over the future of a peace deal for the war in Ukraine.",47876,61,12,57,2025-02-28,2025,56,Political Issues
https://x.com/thejournal_ie/status/1895549464880046115,thejournal_ie,"Ukrainian leader Volodymyr Zelenskyy's visit to the White House was dramatically cut short after these chaotic scenes in the Oval Office.


http://
jrnl.ie/6636214t",13845,28,7,12,2025-02-28,2025,10,Ethnocentric / Irish Politics
https://x.com/thejournal_ie/status/1895236127159919089,thejournal_ie,"Appearing beside Donald Trump, UK prime minister Keir Starmer has promised that the UK is ""ready to put boots on the ground"" to support a peace deal in Ukraine.",19523,6,5,13,2025-02-27,2025,29,Support in Practice
https://x.com/thejournal_ie/status/1895059371660333521,thejournal_ie,"Taoiseach Micheál Martin will meet with Ukrainian President Volodymyr Zelenskyy today at Shannon Airport. 

Read more:",15426,34,4,49,2025-02-27,2025,56,Political Issues
https://x.com/thejournal_ie/status/1895010625983594508,thejournal_ie,Trade and Ukraine peace to dominate meeting between Starmer and Trump today,8031,0,0,0,2025-02-27,2025,29,Support in Practice
https://x.com/thejournal_ie/status/1894751262710665325,thejournal_ie,"What rare earth minerals are in Ukraine, and why does Donald Trump want access to them?",7236,1,1,1,2025-02-26,2025,54,Lived Experience
https://x.com/thejournal_ie/status/1894732910990598545,thejournal_ie,The relocation of around 300 Ukrainian refugees living former student accommodation in Cork city due to take place next week has been temporarily suspended,15546,9,4,10,2025-02-26,2025,4,Economic Issues
https://x.com/thejournal_ie/status/1894652344811266369,thejournal_ie,"Last night, it emerged that both countries had agreed on a deal that will see the US jointly develop Ukraine's mineral wealth.",8803,1,0,1,2025-02-26,2025,54,Lived Experience
https://x.com/thejournal_ie/status/1894505423727653225,thejournal_ie,Ukraine hopes the move will lay the ground for future security guarantees from Washington.,13024,2,0,7,2025-02-25,2025,-1,n/a
